          model ,   Bleu_1 ,   Bleu_2 ,   Bleu_3 ,   Bleu_4 ,   METEOR ,  ROUGE_L ,    CIDEr
    model-12180 ,    0.780 ,    0.625 ,    0.485 ,    0.370 ,    0.278 ,    0.584 ,    0.442
    model-15752 ,    0.768 ,    0.616 ,    0.479 ,    0.366 ,    0.277 ,    0.580 ,    0.441
    model-17288 ,    0.778 ,    0.624 ,    0.486 ,    0.371 ,    0.277 ,    0.585 ,    0.444
    model-26968 ,    0.769 ,    0.612 ,    0.474 ,    0.361 ,    0.277 ,    0.579 ,    0.440
